Letter reference,Author name,Author API,Author gender,Author DOB,Relation to recipient,Recipient,Recipient API,Recipient gender,Recipient DOB,Relation to author,Change from 2006?,Order of Gardiner letters in file
HOLLES_126,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,SON-IN-LAW,MARGARET_STANHOPE,,FEMALE,,MOTHER-IN-LAW,ok,
HOLLES_127,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER,ARABELLA_WENTWORTH[N.HOLLES],,FEMALE,1608?,DAUGHTER,ok,
HOLLES_128,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER,JOHN_HOLLES_JR,2ND_EARL_OF_CLARE,MALE,1595,SON,ok,
HOLLES_129,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER-IN-LAW,THOMAS_WENTWORTH,1ST_EARL_OF_STRAFFORD/LORD_LIEUTENANT_OF_IRELAND(DNB),MALE,1593,SON-IN-LAW,ok,
HOLLES_130,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER,JOHN_HOLLES_JR,2ND_EARL_OF_CLARE,MALE,1595,SON,ok,
HOLLES_131,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER-IN-LAW,THOMAS_WENTWORTH,1ST_EARL_OF_STRAFFORD/LORD_LIEUTENANT_OF_IRELAND(DNB),MALE,1593,SON-IN-LAW,ok,
HOLLES_132,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER,JOHN_HOLLES_JR,2ND_EARL_OF_CLARE,MALE,1595,SON,ok,
HOLLES_133,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,,JOHN_WILLIAMS_2,BISHOP_OF_LINCOLN[LATER_ARCHBISHOP_OF_YORK],MALE,1582,,ok,
HOLLES_134,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,BROTHER,GEORGE_HOLLES,SIR,MALE,,BROTHER,ok,
HOLLES_135,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER-IN-LAW,THOMAS_WENTWORTH,1ST_EARL_OF_STRAFFORD/LORD_LIEUTENANT_OF_IRELAND(DNB),MALE,1593,SON-IN-LAW,ok,
HOLLES_136,JOHN_HOLLES_SR,1ST_EARL_OF_CLARE/POLITICIAN(DNB),MALE,1565?,FATHER,ARABELLA_WENTWORTH[N.HOLLES],,FEMALE,1608?,DAUGHTER,ok,
HOSKYNS_001,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_002,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_003,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_004,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_005,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_006,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_007,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_008,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_009,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_010,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_011,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_012,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_013,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_014,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_015,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_016,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_017,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_018,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_019,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_020,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_021,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_022,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,ok,
HOSKYNS_023,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,STEPFATHER,ELIZABETH_BOURNE,,FEMALE,1601?,STEPDAUGHTER,ok,
HOSKYNS_024,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,STEPFATHER,ELIZABETH_BOURNE,,FEMALE,1601?,STEPDAUGHTER,ok,
HOSKYNS_025,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,STEPFATHER,ELIZABETH_BOURNE,,FEMALE,1601?,STEPDAUGHTER,ok,
HOSKYNS_026,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,STEPFATHER,ELIZABETH_BOURNE,,FEMALE,1601?,STEPDAUGHTER,ok,
HOSKYNS_027,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,STEPFATHER,ELIZABETH_BOURNE,,FEMALE,1601?,STEPDAUGHTER,ok,
HOSKYNS_028,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,ok,
HOSKYNS_029,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,ok,
HOSKYNS_030,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,ok,
HOSKYNS_031,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,WIFE,JOHN_HOSKYNS_I,LAWYER/PARLIAMENTARIAN/AUTHOR,MALE,1566,HUSBAND,ok,
HOSKYNS_032,WILLIAM_TAYLOR,CLERK,MALE,,,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,,ok,
HOSKYNS_033,JOHN_HOSKYNS_II,,MALE,1579,BROTHER-IN-LAW,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,SISTER-IN-LAW,ok,
HOSKYNS_034,JOHN_HOSKYNS_II,,MALE,1579,BROTHER-IN-LAW,BENEDICTA_HOSKYNS[N.MOYLE],,FEMALE,1575?,SISTER-IN-LAW,ok,
HUTTON_001,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,UNIVERSITY_OFFICIAL[MASTER_OF_PEMBROKE_COLLEGE],MALE,1529,,ok,
HUTTON_002,KATHARINE_HASTINGS,LADY_HUNTINGDON,FEMALE,,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_003,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_004,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_005,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_006,HENRY_HASTINGS_I,3RD_EARL_OF_HUNTINGDON,MALE,1535,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_007,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_008,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,HENRY_HASTINGS_I,3RD_EARL_OF_HUNTINGDON,MALE,1535,,ok,
HUTTON_009,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_010,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_011,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_012,EDMUND_GRINDALL,ARCHBISHOP_OF_CANTERBURY,MALE,1519,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_013,KATHARINE_HASTINGS,LADY_HUNTINGDON,FEMALE,,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_014,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_015,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,DEAN_OF_YORK,MALE,1529,,ok,
HUTTON_016,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_017,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_018,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_019,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_020,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_021,TOBIE_MATTHEW,ARCHBISHOP_OF_YORK,MALE,1546,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_022,TOBIE_MATTHEW,ARCHBISHOP_OF_YORK,MALE,1546,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_023,TOBIE_MATTHEW,ARCHBISHOP_OF_YORK,MALE,1546,,MATTHEW_HUTTON_I,BISHOP_OF_DURHAM,MALE,1529,,ok,
HUTTON_024,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_025,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_026,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_027,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_028,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_029,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_030,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_031,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_032,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,WILLIAM_CECIL,1ST_LORD_BURGHLEY,MALE,1520,,ok,
HUTTON_033,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_034,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_035,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_036,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_037,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_038,PEREGRINE_BERTIE,13TH_LORD_WILLOUGHBY_DE_ERESBY,MALE,1555,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_039,PEREGRINE_BERTIE,13TH_LORD_WILLOUGHBY_DE_ERESBY,MALE,1555,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_040,PEREGRINE_BERTIE,13TH_LORD_WILLOUGHBY_DE_ERESBY,MALE,1555,,ROBERT_CARR_1,LORD_OF_CESFOR/WARDEN_OF_EAST_MARCHES,MALE,1529,,ok,
HUTTON_041,PEREGRINE_BERTIE,13TH_LORD_WILLOUGHBY_DE_ERESBY,MALE,1555,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_042,WILLIAM_CECIL,1ST_LORD_BURGHLEY/ROYAL_MINISTER(DNB),MALE,1520,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_043,TOBIE_MATTHEW,BISHOP_OF_DURHAM,MALE,1546,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_044,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,FATHER,TIMOTHY_HUTTON_I,SIR,MALE,1569,SON,ok,
HUTTON_045,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,FATHER,TIMOTHY_HUTTON_I,SIR,MALE,1569,SON,ok,
HUTTON_046,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_047,ROBERT_CECIL,1ST_EARL_OF_SALISBURY/POLITICIAN/COURTIER(DNB),MALE,1563?,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_048,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,ok,
HUTTON_049,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_050,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,FATHER,TIMOTHY_HUTTON_I,SIR,MALE,1569,SON,ok,
HUTTON_051,JOHN_WHITGIFT,ARCHBISHOP_OF_CANTERBURY,MALE,1530,,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,ok,
HUTTON_052,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,NAMES_UNKNOWN_13,LORDS,MALE,,,ok,
HUTTON_053,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,EDMUND_SHEFFIELD,BARON,MALE,,,ok,
HUTTON_054,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,FATHER,TIMOTHY_HUTTON_I,SIR,MALE,1569,SON,ok,
HUTTON_055,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,FATHER,TIMOTHY_HUTTON_I,SIR,MALE,1569,SON,ok,
HUTTON_056,TOBIE_MATTHEW,BISHOP_OF_DURHAM,MALE,1546,,TIMOTHY_HUTTON_I,SIR,MALE,1569,,ok,
HUTTON_057,ADRIAN_CAREW,SCHOOLMASTER,MALE,,,TIMOTHY_HUTTON_I,SIR,MALE,1569,,ok,
HUTTON_058,TIMOTHY_HUTTON_I,SIR,MALE,1569,,GEORGE_MERITON[?],DEAN_OF_YORK,MALE,,,ok,
HUTTON_059,TIMOTHY_HUTTON_II,MERCHANT,MALE,1601?,KIN,TIMOTHY_HUTTON_I,SIR,MALE,1569,KIN,ok,
HUTTON_060,TIMOTHY_HUTTON_II,MERCHANT,MALE,1601?,,JOHN_ELLOW,,MALE,,FAMILY_SERVANT,ok,
HUTTON_061,TIMOTHY_HUTTON_II,MERCHANT,MALE,1601?,,JOHN_ELLOW,,MALE,,FAMILY_SERVANT,ok,
HUTTON_062,WILLIAM_ALDBROUGH,,MALE,,,TIMOTHY_HUTTON_I,SIR,MALE,1569,,ok,
HUTTON_063,TIMOTHY_HUTTON_I,SIR,MALE,1569,,MR_RYGGE,,MALE,,,ok,
HUTTON_064,TIMOTHY_HUTTON_I,SIR,MALE,1569,SON,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,FATHER,ok,
HUTTON_065,TIMOTHY_HUTTON_I,SIR,MALE,1569,,CHANCELLOR_DODSWORTH,CHANCELLOR,MALE,,,ok,
HUTTON_066,WILLIAM_ALDBROUGH,,MALE,,,TIMOTHY_HUTTON_I,SIR,MALE,1569,,ok,
HUTTON_067,JOHN_JACKSON,RECTOR_OF_MARSKE,MALE,,,MATTHEW_HUTTON_II,ESQ,MALE,1597,,ok,
HUTTON_068,JOHN_JACKSON,RECTOR_OF_MARSKE,MALE,,,MATTHEW_HUTTON_II,ESQ,MALE,1597,,ok,
HUTTON_069,MATTHEW_HUTTON_I,ARCHBISHOP_OF_YORK,MALE,1529,,TOBIE_MATTHEW,BISHOP_OF_DURHAM,MALE,1546,,ok,
HUTTON_070,THOMAS_BOWES,,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_071,THOMAS_BOWES,,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_072,THOMAS_BOWES,,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_073,MATTHEW_HUTTON_II,ESQ,MALE,1597,SON,TIMOTHY_HUTTON_I,SIR,MALE,1569,FATHER,ok,
HUTTON_074,THOMAS_BOWES,,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_075,MATTHEW_HUTTON_II,ESQ,MALE,1597,SON,TIMOTHY_HUTTON_I,SIR,MALE,1569,FATHER,ok,
HUTTON_076,THOMAS_BOWES,,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_077,TALBOT_BOWES,SIR,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_078,MATTHEW_HUTTON_II,ESQ,MALE,1597,SON,TIMOTHY_HUTTON_I,SIR,MALE,1569,FATHER,ok,
HUTTON_079,TALBOT_BOWES,SIR,MALE,,BROTHER-IN-LAW,TIMOTHY_HUTTON_I,SIR,MALE,1569,BROTHER-IN-LAW,ok,
HUTTON_080,MATTHEW_HUTTON_II,ESQ,MALE,1597,SON,TIMOTHY_HUTTON_I,SIR,MALE,1569,FATHER,ok,
HUTTON_081,ANNE_BOWES,,FEMALE,,AUNT,MATTHEW_HUTTON_II,ESQ,MALE,1597,NEPHEW,ok,
HUTTON_082,THOMAS_BOWES,,MALE,,UNCLE,MATTHEW_HUTTON_II,ESQ,MALE,1597,NEPHEW,ok,
HUTTON_083,THOMAS_BOWES,,MALE,,UNCLE,MATTHEW_HUTTON_II,ESQ,MALE,1597,NEPHEW,ok,
JONES_001,JOHN_JONES,COLONEL,MALE,1597?,,EDMUND_LUDLOW,LIEUTENANT-GENERAL,MALE,1616?,,ok,
JONES_002,JOHN_JONES,COLONEL,MALE,1597?,,GENERAL_ALLEN,ADJUTANT-GENERAL,MALE,,,ok,
JONES_003,JOHN_JONES,COLONEL,MALE,1597?,,HENRY_JONES,SCOUTMASTER_GENERAL,MALE,,,ok,
JONES_004,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,MORGAN_LLOYD,,MALE,,FRIEND,ok,
JONES_005,JOHN_JONES,COLONEL,MALE,1597?,,THEOPHILUS_JONES,SIR/ARMY_OFFICER,MALE,,,ok,
JONES_006,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_SCOTT,POLITICIAN/REGICIDE(DNB),MALE,,,ok,
JONES_007,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,WILLIAM_STANE,DR,MALE,,FRIEND,ok,
JONES_008,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,MORGAN_LLOYD,,MALE,,FRIEND,ok,
JONES_009,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_SCOTT,POLITICIAN/REGICIDE(DNB),MALE,,,ok,
JONES_010,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_SCOTT,POLITICIAN/REGICIDE(DNB),MALE,,,ok,
JONES_011,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_012,JOHN_JONES,COLONEL,MALE,1597?,,HENRY_CROMWELL_2,COLONEL,MALE,1628,,ok,
JONES_013,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_SCOTT,POLITICIAN/REGICIDE(DNB),MALE,,,ok,
JONES_014,JOHN_JONES,COLONEL,MALE,1597?,,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,ok,
JONES_015,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,MORGAN_LLOYD,,MALE,,FRIEND,ok,
JONES_016,JOHN_JONES,COLONEL,MALE,1597?,,RICHARD_SALWEY[?],MAJOR,MALE,1615?,,ok,
JONES_017,JOHN_JONES,COLONEL,MALE,1597?,FRIEND,MORGAN_LLOYD,,MALE,,FRIEND,ok,
JONES_018,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_019,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_020,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_021,THOMAS_HARRISON,MAJOR_GENERAL,MALE,1606,,JOHN_JONES,COLONEL,MALE,1597?,,ok,
JONES_022,JOHN_JONES,COLONEL,MALE,1597?,,PHILIP_JONES,LORD/COLONEL,MALE,1617?,,ok,
JONES_023,JOHN_JONES,COLONEL,MALE,1597?,BROTHER,HUMPHREY_JONES,,MALE,,BROTHER,ok,
JONES_024,JOHN_JONES,COLONEL,MALE,1597?,,MARCUS_TREVOR[?],1ST_VISCOUT_DUNGANNON,MALE,1618,,ok,
